Image,Title,Author,Format,Rating,Price,OldPrice,ISBN,CatID,BookID,Year,Position,Status,Description
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5098/9781509858637.jpg,This is Going to Hurt,Adam Kay,Paperback,4.5,7.6,11.4,9781509858637,cat01,book00001,2020/05/16,1,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1410/9780141033570.jpg,"Thinking, Fast and Slow",Daniel Kahneman,Paperback,4.0,11.5,15.0,9780141033570,cat01,book00002,2021/05/19,2,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7847/9781784701994.jpg,When Breath Becomes Air,Paul Kalanithi,Paperback,4.5,9.05,11.5,9781784701994,cat01,book00003,2003/12/13,3,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8452/9781845298258.jpg,The Happiness Trap,Russ Harris,Paperback,4.0,8.34,13.9,9781845298258,cat01,book00004,1980/01/24,4,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3305/9780330523622.jpg,The Man Who Mistook His Wife for a Hat,Oliver Sacks,Paperback,4.0,5.92,14.8,9780330523622,cat01,book00005,1976/06/17,5,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7807/9781780722405.jpg,The 8-week Blood Sugar Diet,Michael Mosley,Paperback,4.0,8.85,11.3,9781780722405,cat01,book00006,2003/07/13,6,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7807/9781780723044.jpg,The Clever Guts Diet,Michael Mosley,Paperback,4.0,8.92,11.3,9781780723044,cat01,book00007,1983/02/07,7,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8466/9781846685828.jpg,Being Mortal,Atul Gawande,Paperback,4.5,9.03,11.5,9781846685828,cat01,book00008,1986/08/09,8,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9252/9781925228601.jpg,Gut,Giulia Enders,Paperback,4.0,10.49,11.4,9781925228601,cat01,book00009,2018/04/06,9,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1410/9780141038872.jpg,The Brain That Changes Itself,Norman Doidge,Paperback,4.0,11.03,13.9,9780141038872,cat01,book00010,2019/08/04,10,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4019/9781401954406.jpg,Medical Medium Liver Rescue,Anthony William,Hardback,4.0,23.76,32.5,9781401954406,cat01,book00011,1983/07/03,11,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1419/9780141976143.jpg,Wreck This Journal,Keri Smith,Paperback,4.0,9.59,12.9,9780141976143,cat01,book00012,1992/01/29,12,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2413/9780241351635.jpg,12 Rules for Life,Jordan B. Peterson,Hardback,4.0,20.99,25.2,9780241351635,cat01,book00013,1986/06/01,13,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1419/9780141988511.jpg,12 Rules for Life,Jordan B. Peterson,Paperback,4.0,10.26,12.9,9780141988511,cat01,book00014,1975/10/18,14,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9548/9780954852023.jpg,Gut and Psychology Syndrome,Dr Natasha Campbell-McBride,Paperback,4.0,19.48,26.5,9780954852023,cat01,book00015,1996/10/10,15,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4019/9781401948368.jpg,Medical Medium Thyroid Healing,Anthony William,Hardback,4.0,17.26,26.5,9781401948368,cat01,book00016,1995/07/27,16,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7611/9780761169253.jpg,Steal Like an Artist,Austin Kleon,Paperback,4.0,8.81,11.95,9780761169253,cat01,book00017,2014/08/21,17,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6118/9781611800586.jpg,Sitting Still Like A Frog,Eline Snel,Paperback,4.0,10.4,15.0,9781611800586,cat01,book00018,1996/02/08,18,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5098/9781509852505.jpg,How Not To Die,Michael Greger,Paperback,4.5,10.33,12.4,9781509852505,cat01,book00019,1985/03/19,19,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7803/9781780338378.jpg,The Whole-Brain Child,Tina Payne Bryson,Paperback,4.0,11.23,17.0,9781780338378,cat01,book00020,1993/01/09,20,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0919/9780091922146.jpg,Birth Skills,Juju Sundin,Paperback,4.0,17.03,21.1,9780091922146,cat01,book00021,1975/08/31,21,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8904/9780890425558.jpg,Diagnostic and Statistical Manual of Mental Disorders (DSM-5),American Psychiatric Association,Paperback,4.0,95.94,144.5,9780890425558,cat01,book00022,1986/10/28,22,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4019/9781401957650.jpg,Medical Medium Celery Juice,Anthony William,Hardback,4.0,14.01,18.0,9781401957650,cat01,book00023,1973/07/17,23,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2412/9780241250990.jpg,The Book You Wish Your Parents Had Read (and Your Children Will Be Glad That You Did),Philippa Perry,Hardback,4.0,13.03,16.0,9780241250990,cat01,book00024,1998/11/04,24,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4516/9781451695199.jpg,Proof of Heaven,Dr. Eben Alexander,Paperback,3.5,13.01,17.0,9781451695199,cat01,book00025,2017/03/21,25,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3305/9780330533447.jpg,The Immortal Life of Henrietta Lacks,Rebecca Skloot,Paperback,4.0,8.48,12.9,9780330533447,cat01,book00026,2004/12/08,26,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8431/9781843106692.jpg,The Complete Guide to Asperger's Syndrome,Tony Attwood,Paperback,4.0,20.08,24.0,9781843106692,cat01,book00027,1990/10/04,27,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8466/9781846683145.jpg,The Checklist Manifesto,Atul Gawande,Paperback,4.0,9.04,12.9,9781846683145,cat01,book00028,1989/10/24,28,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7802/9781780225920.jpg,Do No Harm,Henry Marsh,Paperback,4.0,8.0,11.4,9781780225920,cat01,book00029,1987/05/22,29,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3218/9780321832016.jpg,The Anatomy Coloring Book,Wynn Kapit,Paperback,4.0,24.25,26.0,9780321832016,cat01,book00030,2011/06/29,30,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0624/9780062427137.jpg,The Plant Paradox,Steven R. Gundry,Hardback,3.5,16.53,29.9,9780062427137,cat01,book00031,1983/08/01,31,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8461/9781846148583.jpg,Wreck This Journal Everywhere,Keri Smith,Paperback,4.0,5.83,7.8,9781846148583,cat01,book00032,2010/12/10,32,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1419/9780141985138.jpg,How to Change Your Mind,Michael Pollan,Paperback,4.5,10.28,12.4,9780141985138,cat01,book00033,2019/05/04,33,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/6848/9780684838656.jpg,Raising an Emotionally Intelligent Child,John Gottman,Paperback,4.0,11.21,17.0,9780684838656,cat01,book00034,1987/03/29,34,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4059/9781405923316.jpg,Allen Carr's Easy Way to Stop Smoking,Allen Carr,Paperback,4.5,9.53,12.4,9781405923316,cat01,book00035,1993/10/05,35,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5938/9781593851286.jpg,The Mindful Way through Depression,J. Mark G. Williams,Paperback,4.0,17.54,21.1,9781593851286,cat01,book00036,1976/06/12,36,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7538/9780753823835.jpg,Call The Midwife,Jennifer Worth,Paperback,4.0,7.9,11.4,9780753823835,cat01,book00037,2009/03/19,37,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5722/9781572245136.jpg,The Dialectical Behavior Therapy Skills Workbook,Matthew McKay,Paperback,4.0,15.49,26.3,9781572245136,cat01,book00038,1982/07/25,38,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7803/9781780332024.jpg,The Reality Slap,Russ Harris,Paperback,4.0,7.82,12.4,9781780332024,cat01,book00039,1991/01/11,39,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4650/9780465094455.jpg,"The Boy Who Was Raised as a Dog, 3rd Edition",Bruce D. Perry,Paperback,4.5,13.64,17.0,9780465094455,cat01,book00040,2009/04/19,40,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7360/9780736092265.jpg,Strength Training Anatomy,Frederic Delavier,Paperback,4.5,13.83,13.99,9780736092265,cat01,book00041,2000/11/13,41,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1431/9780143113102.jpg,The Brain That Changes Itself,Norman Doidge,Paperback,4.0,15.22,18.0,9780143113102,cat01,book00042,1987/08/29,42,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0607/9780060753641.jpg,Mating in Captivity,Esther Perel,Paperback,4.0,12.37,16.0,9780060753641,cat01,book00043,2004/01/28,43,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5098/9781509858613.jpg,This is Going to Hurt,Adam Kay,Hardback,4.5,12.81,21.1,9781509858613,cat01,book00044,1983/11/17,44,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7818/9781781802571.jpg,You Are the Placebo,Joe Dispenza,Paperback,4.5,14.4,17.0,9781781802571,cat01,book00045,1999/11/16,45,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5533/9780553380996.jpg,Radical Acceptance,Tara Brach,Paperback,4.0,13.88,17.0,9780553380996,cat01,book00046,1984/06/01,46,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3305/9780330523677.jpg,Awakenings,Oliver Sacks,Paperback,4.0,6.03,13.9,9780330523677,cat01,book00047,2007/01/26,47,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4059/9781405923538.jpg,Unnatural Causes,Dr Richard Shepherd,Paperback,4.5,9.45,11.4,9781405923538,cat01,book00048,2009/01/06,48,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1996/9780199689903.jpg,Oxford Handbook of Clinical Medicine,Ian B. Wilkinson,Paperback,4.5,36.98,40.7,9780199689903,cat01,book00049,2012/11/19,49,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4625/9781462516995.jpg,"DBT Skills Training Manual, Second Edition",Marsha M. Linehan,Paperback,4.5,41.39,49.0,9781462516995,cat01,book00050,1991/10/24,50,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4019/9781401953119.jpg,Becoming Supernatural,Joe Dispenza,Paperback,4.5,17.8,20.1,9781401953119,cat01,book00051,2006/05/06,51,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7020/9780702046544.jpg,Anatomy Trains,Thomas W. Myers,Paperback,4.5,51.23,59.0,9780702046544,cat01,book00052,1982/06/18,52,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4472/9781447208266.jpg,Hallucinations,Oliver Sacks,Paperback,4.0,5.66,12.9,9781447208266,cat01,book00053,2002/02/27,53,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4000/9781400045372.jpg,Loving What Is,Byron Katie,Paperback,4.0,13.71,21.1,9781400045372,cat01,book00054,1995/06/03,54,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1431/9780143127741.jpg,The Body Keeps the Score,Bessel van der Kolk,Paperback,4.5,14.56,21.5,9780143127741,cat01,book00055,1989/01/02,55,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6262/9781626251137.jpg,Rewire Your Anxious Brain,Catherine M. Pittman,Paperback,4.0,10.14,16.0,9781626251137,cat01,book00056,1980/06/21,56,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7538/9780753825853.jpg,Shadows Of The Workhouse,Jennifer Worth,Paperback,4.0,8.04,11.4,9780753825853,cat01,book00057,2007/03/12,57,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7538/9780753827871.jpg,Call The Midwife,Jennifer Worth,Paperback,4.0,7.89,11.4,9780753827871,cat01,book00058,2001/06/06,58,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0072/9780007250929.jpg,The Emperor of All Maladies,Siddhartha Mukherjee,Paperback,4.5,13.44,13.9,9780007250929,cat01,book00059,2015/08/12,59,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8466/9781846681325.jpg,Complications,Atul Gawande,Paperback,4.5,8.99,12.9,9781846681325,cat01,book00060,1992/05/19,60,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4736/9781473619357.jpg,Brain Maker,David Perlmutter,Paperback,4.0,13.73,21.1,9781473619357,cat01,book00061,1991/05/28,61,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0617/9780061719615.jpg,The Gift of Therapy,Irvin Yalom,Paperback,4.5,12.49,16.0,9780061719615,cat01,book00062,1975/11/06,62,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5617/9781561706280.jpg,You Can Heal Your Life,Louise Hay,Paperback,4.0,14.83,19.1,9781561706280,cat01,book00063,2008/03/07,63,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5098/9781509822805.jpg,Gratitude,Oliver Sacks,Hardback,4.0,7.82,12.9,9781509822805,cat01,book00064,1983/06/11,64,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5723/9781572307810.jpg,"DBT (R) Skills Training Handouts and Worksheets, Second Edition",Marsha M. Linehan,Paperback,4.5,30.06,32.5,9781572307810,cat01,book00065,1984/01/20,65,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8070/9780807014271.jpg,Man's Search for Meaning,Viktor E. Frankl,Paperback,4.5,11.97,15.0,9780807014271,cat01,book00066,2010/02/15,66,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8605/9781860542381.jpg,Don't Shoot the Dog!,Karen Pryor,Paperback,4.5,8.11,10.3,9781860542381,cat01,book00067,2008/09/02,67,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4447/9781444738179.jpg,Self Compassion,Kristin Neff,Paperback,4.0,12.79,21.1,9781444738179,cat01,book00068,2018/05/05,68,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4472/9781447275404.jpg,The Man Who Mistook His Wife for a Hat,Oliver Sacks,Paperback,4.0,8.37,12.4,9781447275404,cat01,book00069,2019/09/26,69,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5533/9780553345391.jpg,Hands Of Light,Barbara Ann Brennan,Paperback,4.5,20.44,30.4,9780553345391,cat01,book00070,2008/12/14,70,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4650/9780465016907.jpg,The Drama of the Gifted Child,Alice Miller,Paperback,4.0,10.84,11.99,9780465016907,cat01,book00071,1978/02/19,71,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0623/9780062326034.jpg,Taking Charge of Your Fertility,Toni Weschler,Paperback,4.5,21.9,26.3,9780062326034,cat01,book00072,2004/12/06,72,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5291/9781529110944.jpg,When Breath Becomes Air,Paul Kalanithi,Paperback,4.5,7.54,8.8,9781529110944,cat01,book00073,2018/04/27,73,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/1019/9781101980385.jpg,It Didn't Start with You,Mark Wolynn,Paperback,3.5,13.18,16.0,9781101980385,cat01,book00074,2001/12/07,74,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4650/9780465061716.jpg,Trauma and Recovery,Judith Herman,Paperback,4.5,11.84,13.99,9780465061716,cat01,book00075,2013/05/19,75,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1419/9780141975443.jpg,Love's Executioner,Irvin D. Yalom,Paperback,4.0,9.6,12.9,9780141975443,cat01,book00076,1980/03/19,76,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6231/9781623158088.jpg,The Complete Ketogenic Diet for Beginners,Amy Ramos,Paperback,4.0,11.08,12.4,9781623158088,cat01,book00077,1980/05/24,77,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8490/9781849010986.jpg,The Compassionate Mind,Paul Gilbert,Paperback,4.0,13.42,15.0,9781849010986,cat01,book00078,1988/06/22,78,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8452/9781845295899.jpg,I Had a Black Dog,Matthew Johnstone,Paperback,4.5,6.8,10.3,9781845295899,cat01,book00079,2017/12/30,79,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7850/9781785041228.jpg,The End of Alzheimer's,Dale E. Bredesen,Paperback,4.5,15.49,18.0,9781785041228,cat01,book00080,1983/02/16,80,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5827/9781582703268.jpg,The Secret Language of Color Cards,Inna Segal,Paperback,4.5,10.1,16.0,9781582703268,cat01,book00081,1983/11/18,81,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5938/9781593854454.jpg,Smart but Scattered,Peg Dawson,Paperback,4.0,12.94,17.0,9781593854454,cat01,book00082,1997/03/19,82,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8619/9781861976574.jpg,Better,Atul Gawande,Paperback,4.0,8.99,12.9,9781861976574,cat01,book00083,2014/10/07,83,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6151/9781615190805.jpg,The Complete Low-Fodmap Diet,Sue Shepherd,Paperback,4.0,15.7,17.95,9781615190805,cat01,book00084,2008/12/04,84,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7538/9780753823064.jpg,Farewell To The East End,Jennifer Worth,Paperback,4.5,7.76,11.4,9780753823064,cat01,book00085,1982/12/26,85,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8483/9781848313477.jpg,The Epigenetics Revolution,Nessa Carey,Paperback,4.0,6.21,12.9,9781848313477,cat01,book00086,2005/09/08,86,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4159/9780415922227.jpg,Maps of Meaning,Jordan B. Peterson,Paperback,4.0,49.85,56.5,9780415922227,cat01,book00087,2014/10/29,87,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0081/9780008128005.jpg,A Mind of Your Own,Kelly Brogan,Paperback,4.0,12.76,16.0,9780008128005,cat01,book00088,2002/08/26,88,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/6716/9780671657864.jpg,"Many Lives, Many Masters",Brian L. Weiss,Paperback,4.0,11.03,16.0,9780671657864,cat01,book00089,1999/10/26,89,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3305/9780330523592.jpg,Musicophilia,Oliver Sacks,Paperback,4.0,9.43,13.9,9780330523592,cat01,book00090,1975/03/15,90,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5290/9781529010817.jpg,The How Not To Die Cookbook,Michael Greger,Paperback,4.0,16.29,21.1,9781529010817,cat01,book00091,1999/03/05,91,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7679/9780767908726.jpg,Highly Sensitive Child,Elaine N. Aron,Paperback,4.0,12.92,19.6,9780767908726,cat01,book00092,2005/04/23,92,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2413/9780241303559.jpg,The 4 Pillar Plan,Dr. Rangan Chatterjee,Paperback,4.5,18.77,21.1,9780241303559,cat01,book00093,1985/03/23,93,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4447/9781444786187.jpg,Into the Magic Shop,Dr. James R. Doty,Paperback,4.0,12.47,21.1,9781444786187,cat01,book00094,1986/04/18,94,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5938/9781593853723.jpg,Schema Therapy,Jeffrey E. Young,Paperback,4.5,34.25,47.3,9781593853723,cat01,book00095,1978/09/01,95,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3937/9780393703276.jpg,The Body Remembers,Babette Rothschild,Hardback,4.5,28.58,32.6,9780393703276,cat01,book00096,2001/09/10,96,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4512/9780451217325.jpg,The Undiscovered Self,C G Jung,Paperback,4.0,6.38,8.3,9780451217325,cat01,book00097,2006/10/29,97,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8904/9780890425565.jpg,Desk Reference to the Diagnostic Criteria from DSM-5,American Psychiatric Association,Paperback,4.0,55.56,79.7,9780890425565,cat01,book00098,1979/07/07,98,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9374/9781937473808.jpg,When My Worries Get Too Big!,Kari Dunn Buron,Paperback,4.0,12.74,19.57,9781937473808,cat01,book00099,2011/11/19,99,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4625/9781462520428.jpg,"Mind Over Mood, Second Edition",Dennis Greenberger,Paperback,4.0,21.35,24.0,9781462520428,cat01,book00100,2006/11/03,100,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6840/9781684033010.jpg,ACT Made Simple,Russ Harris,Paperback,4.5,30.5,43.0,9781684033010,cat01,book00101,1977/12/15,101,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3453/9780345339256.jpg,Dibs in Search of Self,Virginia M. Axline,Paperback,4.0,6.72,8.3,9780345339256,cat01,book00102,1977/02/25,102,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/1019/9781101911761.jpg,We Should All Be Feminists,Chimamanda Ngozi Adichie,Paperback,4.5,6.98,9.3,9781101911761,cat01,book00103,1986/04/28,103,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6035/9781603585613.jpg,The Heal Your Gut Cookbook,Hillary Boynton,Paperback,4.0,21.43,27.0,9781603585613,cat01,book00104,1974/07/10,104,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8452/9781845290573.jpg,On Becoming a Person,Carl Rogers,Paperback,4.0,11.16,16.0,9781845290573,cat01,book00105,1979/04/01,105,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9149/9780914955009.jpg,"Ayurveda, the Science of Self-healing: A Practical Guide",Vasant Lad,Paperback,4.0,10.02,13.0,9780914955009,cat01,book00106,2012/08/22,106,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5938/9781593859756.jpg,The Mindful Path to Self-Compassion,Christopher Germer,Paperback,4.0,15.41,16.0,9781593859756,cat01,book00107,1981/12/25,107,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5533/9780553386394.jpg,Mindsight,Daniel J Siegel,Paperback,4.0,13.8,17.0,9780553386394,cat01,book00108,2021/08/24,108,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5722/9781572244252.jpg,Get Out of Your Mind and into Your Life,Steven C. Hayes,Paperback,4.0,15.42,22.0,9781572244252,cat01,book00109,1988/12/24,109,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7181/9780718179076.jpg,Sweet Poison,David Gillespie,Paperback,4.0,8.82,11.4,9780718179076,cat01,book00110,2017/06/23,110,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4709/9780470923351.jpg,When the Body Says No,Gabor Mate,Paperback,4.5,15.82,17.99,9780470923351,cat01,book00111,1984/01/16,111,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4091/9781409183747.jpg,Listening to the Animals: Becoming The Supervet,Noel Fitzpatrick,Hardback,4.5,17.34,24.0,9781409183747,cat01,book00112,2005/06/27,112,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8928/9780892819270.jpg,Dmt : the Spririt Molecule,Rick Strassman M D,Paperback,4.0,14.0,19.1,9780892819270,cat01,book00113,2002/06/29,113,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0714/9780071468275.jpg,Art Therapy Sourcebook,Cathy Malchiodi,Paperback,4.0,17.09,23.0,9780071468275,cat01,book00114,1992/11/07,114,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/2500/9781250004048.jpg,Intuitive Eating,Evelyn Tribole,Paperback,4.0,10.62,16.0,9781250004048,cat01,book00115,2017/05/05,115,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5706/9781570671043.jpg,Spiritual Midwifery,Ina May Gaskin,Paperback,4.5,18.48,22.0,9781570671043,cat01,book00116,1992/09/27,116,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9396/9780939616572.jpg,Anatomy of Movement,Blandine Calais-Germain,Paperback,4.0,30.34,43.7,9780939616572,cat01,book00117,1994/03/07,117,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1410/9780141018997.jpg,Civilization and Its Discontents,Sigmund Freud,Paperback,4.0,4.95,6.2,9780141018997,cat01,book00118,2017/10/12,118,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7499/9780749923730.jpg,The Gift Of Therapy,Irvin D. Yalom,Paperback,4.5,8.9,13.9,9780749923730,cat01,book00119,2006/07/16,119,Available,
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9832/9780983263371.jpg,Brain Rules (Updated and Expanded),John Medina,Paperback,4.0,12.92,12.99,9780983263371,cat01,book00120,2005/03/19,120,Available,
